Name	Length	EffectiveLength	TPM	NumReads
FBtr0303313	423	223.213	0	0
FBgn0013687	4608	4407.57	0.010066	1
FBtr0445213	1085	884.567	4.96554	99
FBtr0304150	610	409.567	0.216654	2
FBtr0346750	640	439.567	0	0
FBtr0302916	1329	1128.57	0.117939	3
FBtr0077575	715	514.567	1.31338	15.232
FBtr0343565	391	192.4	2.72989	11.838
FBtr0307111	548	347.569	0	0
FBtr0091871	526	325.574	0.005145	0.038
FBtr0340134	526	325.574	1.42487	10.456
FBtr0345518	731	530.567	0.228571	2.733
FBtr0346892	1975	1774.57	5538.76	221535
FBtr0345859	999	798.567	15.0285	270.498
FBtr0334478	392	193.346	0.001237	0.005
FBtr0346744	780	579.567	0	0
FBtr0347452	760	559.567	0.015512	0.196
FBtr0347446	582	381.567	5.8e-05	0
FBtr0084817	1248	1047.57	0.042353	1
FBtr0344334	427	227.128	0.572178	2.929
FBtr0306709	777	576.567	0.385378	5.008
FBtr0333937	1641	1440.57	2.03041	65.926
FBtr0347451	775	574.567	0.010496	0.136
FBtr0306722	1265	1064.57	38.3165	919.382
FBtr0088081	1226	1025.57	0.043261	1
FBtr0070932	471	270.667	0.002741	0.017
FBtr0301172	759	558.567	0.007182	0.09
FBtr0333553	829	628.567	0.098159	1.391
FBtr0329828	1288	1087.57	0.24477	6
FBtr0305348	1532	1331.57	0.142244	4.269
FBtr0114243	1041	840.567	1.73076	32.79
FBtr0112457	1130	929.567	0.102974	2.157
FBtr0307112	1182	981.567	23.013	509.133
FBtr0347527	1290	1089.57	0.04072	1
FBtr0336866	1058	857.567	6.75281	130.524
FBtr0347430	766	565.567	0.015142	0.193
FBtr0347098	1131	930.567	3.6235	76
FBtr0305617	1348	1147.57	15.1739	392.476
FBtr0347195	590	389.567	0	0
FBtr0307582	220	70.53	0	0
FBtr0347444	414	214.447	0.228137	1.103
FBtr0302397	1494	1293.57	0.660422	19.255
FBtr0334740	1497	1296.57	51.1135	1493.72
FBtr0070095	1861	1660.57	0.399255	14.943
FBtr0091606	534	333.572	0	0
FBtr0114241	789	588.567	0.028647	0.38
FBtr0075835	53	20.965	2.11627	1
FBtr0302913	394	195.24	11.2711	49.599
FBtr0305350	501	300.593	76.9849	521.582
FBtr0346749	659	458.567	0	0
FBtr0081172	421	221.26	0	0
FBtr0346896	1258	1057.57	12.4543	296.869
FBtr0347434	766	565.567	0.015478	0.197
FBtr0346897	123	39.106	763.649	673.099
FBtr0345338	1272	1071.57	1.2678	30.62
FBtr0345654	506	305.587	0.290373	2
FBtr0100604	1209	1008.57	0	0
FBtr0072914	1021	820.567	4.59586	85
FBtr0088762	456	255.754	0	0
FBtr0346872	1721	1520.57	5337.7	182935
FBtr0306724	802	601.567	0.084794	1.15
FBtr0306845	361	164.814	0.269195	1
FBtr0347036	330	138.442	1.28632	4.014
FBtr0113190	1074	873.567	4.52018	89
FBtr0334467	333	140.877	149.877	475.899
FBtr0333684	4305	4104.57	1.95375	180.748
FBtr0070923	1347	1146.57	0.407309	10.526
FBtr0339505	1709	1508.57	0.02947	1.002
FBtr0307583	352	156.898	3.50789	12.405
FBtr0347449	527	326.574	0.010666	0.079
FBtr0347433	775	574.567	0.010496	0.136
FBtr0347030	1916	1715.57	0.686391	26.541
FBtr0343809	881	680.567	14.56	223.342
FBtr0302440	184	56.721	0	0
FBtr0303010	810	609.567	49.3538	678.077
FBtr0302346	1400	1199.57	6.05083	163.598
FBtr0302915	1307	1106.57	0.325384	8.115
FBtr0085895	825	624.567	43.7476	615.845
FBtr0091815	333	140.877	31.9319	101.392
FBtr0339151	1366	1165.57	0.038065	1
FBtr0343422	638	437.567	0	0
FBtr0310392	2132	1931.57	5.83427	254
FBtr0347424	274	98.553	5.86053	13.018
FBtr0309507	467	266.686	8.482	50.984
FBtr0321274	675	474.567	0	0
FBtr0080132	1873	1672.57	0	0
FBtr0078629	1897	1696.57	89.3847	3418
FBtr0080936	774	573.567	171.679	2219.41
FBtr0073031	1144	943.567	0.854148	18.165
FBtr0337016	1111	910.567	1.45114	29.782
FBtr0073792	737	536.567	127.622	1543.43
FBtr0079085	4065	3864.57	0.970501	84.535
FBtr0088102	1945	1744.57	0.444179	17.466
FBtr0333529	9439	9238.57	0.014733	3.068
FBtr0300490	2762	2561.57	0.368679	21.286
FBtr0085634	1187	986.567	53.5778	1191.38
FBtr0306588	1246	1045.57	0.590537	13.917
FBtr0306587	981	780.567	3.0634	53.895
FBtr0344763	1526	1325.57	1.35281	40.418
FBtr0074437	1875	1674.57	0	0
FBtr0078061	2629	2428.57	41.1299	2251.36
FBtr0070859	1746	1545.57	8.68158	302.43
FBtr0302875	494	293.603	0	0
FBtr0079860	5802	5601.57	0.042589	5.377
FBtr0332167	3281	3080.57	1.11632	77.51
FBtr0331397	2214	2013.57	5.91237	268.328
FBtr0342992	3849	3648.57	0.387191	31.841
FBtr0114460	3475	3274.57	0.32346	23.873
FBtr0331398	1855	1654.57	6.88299	256.684
FBtr0310465	1693	1492.57	4.47935	150.691
FBtr0080120	725	524.567	0.507473	6
FBtr0086579	3608	3407.57	21.6917	1666
FBtr0087153	1899	1698.57	0.078535	3.007
FBtr0082474	701	500.567	12.4944	140.967
FBtr0086810	838	637.567	0	0
FBtr0080281	1886	1685.57	0.257679	9.79
FBtr0086760	549	348.569	0.763703	6
FBtr0304008	3024	2823.57	16.4763	1048.57
FBtr0304636	531	330.573	0	0
FBtr0336648	6435	6234.57	0.264131	37.116
FBtr0299564	2628	2427.57	3.07698	168.358
FBtr0304628	2721	2520.57	39.1361	2223.38
FBtr0301470	4092	3891.57	0.018004	1.579
FBtr0308795	1251	1050.57	0.193149	4.574
FBtr0075157	661	460.567	0.385327	4
FBtr0333366	1074	873.567	0.02525	0.497
FBtr0082097	2784	2583.57	1.00201	58.348
FBtr0070721	1868	1667.57	0.106424	4
FBtr0303104	3372	3171.57	0.060845	4.349
FBtr0100402	3384	3183.57	4.73454	339.727
FBtr0308855	6075	5874.57	12.4911	1653.91
FBtr0080735	1934	1733.57	0.049425	1.931
FBtr0081340	628	427.567	135.796	1308.66
FBtr0078494	1842	1641.57	26.2244	970.29
FBtr0073260	3657	3456.57	0.236832	18.451
FBtr0333727	2908	2707.57	0.244262	14.906
FBtr0331308	1819	1618.57	0.697428	25.443
FBtr0071094	643	442.567	4179.28	41688.7
FBtr0072475	2696	2495.57	1.10468	62.136
FBtr0301259	939	738.567	0	0
FBtr0074174	2250	2049.57	0.691091	31.925
FBtr0339921	3148	2947.57	0.149014	9.9
FBtr0302643	3243	3042.57	1.07182	73.502
FBtr0075979	2691	2490.57	0.031558	1.772
FBtr0310147	2351	2150.57	0.617057	29.91
FBtr0301604	1722	1521.57	5.96122	204.439
FBtr0072335	1557	1356.57	0.098117	3
FBtr0345536	1248	1047.57	5.06839	119.671
FBtr0083652	2845	2644.57	0.569945	33.972
FBtr0083649	2994	2793.57	0.188672	11.88
FBtr0333074	7272	7071.57	27.7244	4418.91
FBtr0347032	610	409.567	0	0
FBtr0087359	2273	2072.57	0.166869	7.795
FBtr0084095	7188	6987.57	1.1337	178.551
FBtr0346730	654	453.567	7e-06	0
FBtr0072993	2831	2630.57	3.25169	192.795
FBtr0079201	1290	1089.57	0.12216	3
FBtr0080039	3073	2872.57	0.136787	8.856
FBtr0343410	747	546.567	0.000738	0.009
FBtr0087779	2778	2577.57	0.103277	6
FBtr0081842	1524	1323.57	0.557825	16.641
FBtr0336968	2263	2062.57	0	0
FBtr0303158	610	409.567	4.54974	42
FBtr0071042	2573	2372.57	29.0238	1552.07
FBtr0074623	3850	3649.57	24.9102	2049.07
FBtr0302174	2966	2765.57	5.1e-05	0.003
FBtr0331645	4147	3946.57	0.053216	4.734
FBtr0100183	1753	1552.57	198.378	6941.95
FBtr0329980	5506	5305.57	0.116285	13.906
FBtr0307174	1972	1771.57	1.92223	76.754
FBtr0080808	2603	2402.57	0.102007	5.524
FBtr0345226	5811	5610.57	1.75127	221.461
