Name	Length	EffectiveLength	TPM	NumReads
FBtr0303313	423	249.879	0	0
FBgn0013687	4608	4434.46	0	0
FBtr0445213	1085	911.456	2.99641	21
FBtr0304150	610	436.78	0	0
FBtr0346750	640	466.744	0	0
FBtr0302916	1329	1155.46	0	0
FBtr0077575	715	541.717	0.79789	3.324
FBtr0343565	391	217.918	2.97473	4.985
FBtr0307111	548	374.804	0	0
FBtr0091871	526	352.811	0.020111	0.055
FBtr0340134	526	352.811	0.083123	0.226
FBtr0345518	731	557.713	0.880959	3.778
FBtr0346892	1975	1801.46	4380.77	60681.6
FBtr0345859	999	825.456	2.44747	15.534
FBtr0334478	392	218.916	0	0
FBtr0346744	780	606.689	0	0
FBtr0347452	760	586.702	0	0
FBtr0347446	582	408.791	0.000275	0.001
FBtr0084817	1248	1074.46	0.12104	1
FBtr0344334	427	253.876	0.011029	0.022
FBtr0306709	777	603.693	0.861709	4
FBtr0333937	1641	1467.46	2.30423	26
FBtr0347451	775	601.695	0.001013	0.005
FBtr0306722	1265	1091.46	29.4312	247
FBtr0088081	1226	1052.46	0	0
FBtr0070932	471	297.849	0.007489	0.017
FBtr0301172	759	585.703	0.019148	0.086
FBtr0333553	829	655.667	0.042487	0.214
FBtr0329828	1288	1114.46	0	0
FBtr0305348	1532	1358.46	0.385758	4.029
FBtr0114243	1041	867.456	0.202719	1.352
FBtr0112457	1130	956.456	0.251625	1.851
FBtr0307112	1182	1008.46	33.5678	260.293
FBtr0347527	1290	1116.46	0	0
FBtr0336866	1058	884.456	0.830332	5.647
FBtr0347430	766	592.698	0	0
FBtr0347098	1131	957.456	2.71662	20
FBtr0305617	1348	1174.46	2.3435	21.163
FBtr0347195	590	416.788	0.312034	1
FBtr0307582	220	47.228	0	0
FBtr0347444	414	240.889	0.000613	0.001
FBtr0302397	1494	1320.46	4.86195	49.365
FBtr0334740	1497	1323.46	50.1647	510.494
FBtr0070095	1861	1687.46	0.601722	7.807
FBtr0091606	534	360.807	0	0
FBtr0114241	789	615.688	0	0
FBtr0075835	53	16.139	0	0
FBtr0302913	394	220.914	7.61423	12.934
FBtr0305350	501	327.825	2.12457	5.355
FBtr0346749	659	485.735	0	0
